,class,text_tfidf
0,ham,"  (0, 8227)	0.23740046706740076
  (0, 7290)	0.26349833567733455
  (0, 6184)	0.27859510940480936
  (0, 5554)	0.4060187347160692
  (0, 4125)	0.4060187347160692
  (0, 2537)	0.38758876960553396
  (0, 1360)	0.4060187347160692"
4978,ham,"  (0, 8319)	0.3006155541976502
  (0, 8071)	0.2306722151145992
  (0, 6951)	0.4001009304198891
  (0, 6929)	0.3761323630712293
  (0, 6088)	0.27627311051625314
  (0, 5683)	0.28758873121308187
  (0, 5176)	0.22183649684327875
  (0, 4822)	0.24545620584513106
  (0, 4458)	0.31349246896684685
  (0, 3036)	0.3045279219734898
  (0, 1674)	0.30879642983861244"
4979,ham,"  (0, 7538)	0.663080503058418
  (0, 2641)	0.7485480922851887"
4980,ham,"  (0, 6874)	0.49013560110573473
  (0, 6401)	0.5571759259374538
  (0, 5344)	0.6703149111309258"
4981,ham,"  (0, 7497)	0.24254493891703832
  (0, 7448)	0.506369431450289
  (0, 6763)	0.421106037248445
  (0, 5716)	0.3758400977284793
  (0, 4633)	0.23427107879923068
  (0, 3563)	0.23427107879923068
  (0, 2378)	0.506369431450289"
4982,ham,"  (0, 5170)	0.8157786959618827
  (0, 4177)	0.5783641752518306"
4983,spam,"  (0, 8329)	0.14593763214681296
  (0, 8274)	0.14679516975660614
  (0, 7063)	0.2753011399837758
  (0, 6807)	0.16407369192567287
  (0, 6536)	0.12752121510895714
  (0, 6217)	0.13807827262429992
  (0, 4060)	0.22499531949696278
  (0, 3468)	0.5233953079610796
  (0, 3295)	0.20077602640924988
  (0, 3287)	0.16624484133724293
  (0, 870)	0.2092042797289783
  (0, 703)	0.5233953079610796
  (0, 655)	0.22499531949696278
  (0, 436)	0.24139044479010985"
4984,ham,"  (0, 7115)	0.48230642853919375
  (0, 7086)	0.5426541893828842
  (0, 4457)	0.34701992665473247
  (0, 4346)	0.5057973724797984
  (0, 2654)	0.3108908622524124"
4985,ham,"  (0, 3600)	0.7023517516937412
  (0, 1729)	0.7118300477591074"
4986,ham,"  (0, 8224)	0.3773083480057516
  (0, 6465)	0.38598265396768916
  (0, 6378)	0.5414615102584622
  (0, 6377)	0.48591895749530684
  (0, 3873)	0.4235067898116026"
4987,ham,"  (0, 1894)	1.0"
4988,ham,"  (0, 8020)	0.41128822345892857
  (0, 7856)	0.43464183105690507
  (0, 7354)	0.4066779969592697
  (0, 6089)	0.3419429015838772
  (0, 5648)	0.30808810409588844
  (0, 2234)	0.5144883428219686"
4989,spam,"  (0, 8294)	0.22998052275536449
  (0, 7936)	0.21866305539120565
  (0, 7539)	0.18239706733045635
  (0, 7000)	0.21436035399169953
  (0, 6522)	0.17373992715065242
  (0, 6115)	0.16943722575114634
  (0, 6063)	0.20174440557898743
  (0, 6024)	0.21866305539120565
  (0, 5638)	0.24932786100389556
  (0, 5279)	0.19501301574316846
  (0, 4773)	0.19931571714267454
  (0, 2842)	0.20440473276334234
  (0, 2065)	0.17193850800977117
  (0, 2000)	0.1377288477925614
  (0, 1287)	0.36739109675801923
  (0, 1119)	0.21436035399169953
  (0, 506)	0.3986314342853491
  (0, 496)	0.23801039363973675
  (0, 111)	0.21436035399169953"
4990,ham,"  (0, 8289)	0.3146094807380161
  (0, 7316)	0.3744424374058499
  (0, 5687)	0.35248837093941154
  (0, 5345)	0.4172427614425589
  (0, 3807)	0.22921689723591224
  (0, 3476)	0.19520057173173172
  (0, 2911)	0.3983033163418612
  (0, 482)	0.3231257970535785
  (0, 322)	0.3298100974232001"
4991,ham,"  (0, 6812)	0.5667593454087198
  (0, 3873)	0.5778025468728658
  (0, 3789)	0.37328832197075856
  (0, 1734)	0.4534135969502508"
4992,ham,"  (0, 4254)	0.8241549392213535
  (0, 3732)	0.5663644022685812"
4993,ham,"  (0, 8251)	0.5636413492821041
  (0, 6084)	0.5344218203928635
  (0, 5144)	0.3538917579445029
  (0, 2703)	0.5210205091226029"
4994,ham,"  (0, 7153)	0.44183420855931255
  (0, 4977)	0.4180941495204352
  (0, 4579)	0.45867804850474614
  (0, 4226)	0.21879098331570604
  (0, 3458)	0.37282373480936426
  (0, 917)	0.4824181075436235"
4995,ham,"  (0, 8318)	0.39682861807914793
  (0, 6532)	0.4941980641777008
  (0, 5176)	0.32720418748575875
  (0, 3807)	0.3396159846894011
  (0, 3672)	0.4058685579691368
  (0, 3645)	0.35709724354529865
  (0, 3476)	0.2892161755089831"
4996,ham,"  (0, 4589)	0.5011247865737286
  (0, 2907)	0.8653750333129764"
4997,ham,"  (0, 7290)	1.0"
4998,ham,"  (0, 3770)	0.5769364713843256
  (0, 3677)	0.42821672541956357
  (0, 1477)	0.38848301384250095
  (0, 1336)	0.5769364713843256"
4999,ham,"  (0, 8242)	0.4908500770182255
  (0, 8234)	0.434389915737327
  (0, 5976)	0.514190149031035
  (0, 4485)	0.24130512011436073
  (0, 1769)	0.351099904875465
  (0, 910)	0.35281835190278216"
5000,ham,"  (0, 7629)	0.4994981531283146
  (0, 5237)	0.3832180107786505
  (0, 3587)	0.3560689340677155
  (0, 3231)	0.4768249788439574
  (0, 1299)	0.4994981531283146"
5001,ham,"  (0, 5648)	0.5645275922794276
  (0, 4581)	0.65692321088838
  (0, 4397)	0.4997604351599808"
5002,spam,"  (0, 8287)	0.2589744361562781
  (0, 8274)	0.14526762368687163
  (0, 8185)	0.20055787381471135
  (0, 7950)	0.1894540685436097
  (0, 7814)	0.11294187145684936
  (0, 7531)	0.22265402504854118
  (0, 5068)	0.18693141337037344
  (0, 4417)	0.21231321763208083
  (0, 3566)	0.16507787648253625
  (0, 3420)	0.3738628267407469
  (0, 3268)	0.2589744361562781
  (0, 2689)	0.1687066370078301
  (0, 2162)	0.19868675718774295
  (0, 2090)	0.23240911062159256
  (0, 1861)	0.22712319934939687
  (0, 1859)	0.21231321763208083
  (0, 1288)	0.1728554517490063
  (0, 781)	0.2025581320590295
  (0, 608)	0.1687066370078301
  (0, 600)	0.21231321763208083
  (0, 328)	0.2589744361562781
  (0, 298)	0.17070689525214824"
5003,ham,"  (0, 8318)	0.16765402801978313
  (0, 7602)	0.261180838664611
  (0, 6864)	0.16124906551148316
  (0, 6528)	0.43440548004753377
  (0, 6038)	0.23438918267907344
  (0, 5355)	0.261180838664611
  (0, 5144)	0.13269043065065078
  (0, 5021)	0.20428388065912909
  (0, 4879)	0.261180838664611
  (0, 4633)	0.2416698680265934
  (0, 4485)	0.12256997487077384
  (0, 4371)	0.261180838664611
  (0, 4320)	0.12035754785947772
  (0, 3785)	0.22064662793233905
  (0, 3563)	0.2416698680265934
  (0, 2674)	0.24932534202725695
  (0, 2015)	0.21133527890888254
  (0, 1787)	0.261180838664611"
5004,ham,"  (0, 6452)	0.328873419066196
  (0, 5963)	0.33141777981196285
  (0, 5660)	0.39763938539039334
  (0, 3941)	0.5240067677426599
  (0, 3645)	0.2559465822483893
  (0, 3572)	0.29574630448444966
  (0, 2039)	0.4430912168184107"
5005,ham,"  (0, 6864)	0.6835977937922494
  (0, 3938)	0.7298589290557248"
5006,ham,"  (0, 7557)	0.6184655734721989
  (0, 5338)	0.594443073709798
  (0, 2095)	0.5139433495514384"
5007,ham,"  (0, 5343)	0.30152781793592026
  (0, 3209)	0.6056586555367273
  (0, 2654)	0.35664547515783385
  (0, 1919)	0.6442535005987081"
5008,ham,"  (0, 7814)	0.1613359392607007
  (0, 6807)	0.23193813429197555
  (0, 6160)	0.3180582701350614
  (0, 6046)	0.29933929223854344
  (0, 5997)	0.3180582701350614
  (0, 5708)	0.20360286008935058
  (0, 5278)	0.2109304508468018
  (0, 4951)	0.19737891799624804
  (0, 4708)	0.26215101334921054
  (0, 3913)	0.26702900141832675
  (0, 2195)	0.29933929223854344
  (0, 1048)	0.36994148726981824
  (0, 891)	0.36994148726981824"
5009,ham,"  (0, 8043)	0.329074204040701
  (0, 6198)	0.5831445222329079
  (0, 5010)	0.5831445222329079
  (0, 4822)	0.34151184182761296
  (0, 2654)	0.30816353208320735"
5010,spam,"  (0, 8359)	0.259047750389375
  (0, 8202)	0.1876625242457642
  (0, 6558)	0.20571231401645027
  (0, 6222)	0.26798946839377386
  (0, 5894)	0.38434951684224333
  (0, 3566)	0.21111496293515444
  (0, 2342)	0.20571231401645027
  (0, 2223)	0.22507385979229821
  (0, 2000)	0.18295367644266342
  (0, 1835)	0.1948889672994917
  (0, 717)	0.2797969786575991
  (0, 399)	0.23609524240244217
  (0, 309)	0.23906303646495813
  (0, 307)	0.2797969786575991
  (0, 299)	0.21831380819673402
  (0, 135)	0.331197490876793"
5011,ham,"  (0, 8181)	0.3772812375187755
  (0, 7814)	0.23979265521782556
  (0, 7498)	0.39195660811809385
  (0, 4455)	0.4145918761896512
  (0, 2706)	0.40223960832142736
  (0, 2401)	0.2633677112589009
  (0, 1242)	0.49343965186602434"
5012,ham,"  (0, 7746)	0.4720848227569416
  (0, 6280)	0.5701249051131162
  (0, 4988)	0.40215080453256413
  (0, 4226)	0.2498451749223414
  (0, 1926)	0.47743652109379253"
5013,ham,"  (0, 7538)	0.19410625942385842
  (0, 7522)	0.34194030377557416
  (0, 7446)	0.2828066860348879
  (0, 6536)	0.1856678265675865
  (0, 6189)	0.3341632157719621
  (0, 4918)	0.2849946470827303
  (0, 4620)	0.2873009324464786
  (0, 4611)	0.308307954499518
  (0, 4485)	0.17881206786945644
  (0, 4306)	0.2669573123890925
  (0, 3709)	0.2482157371246071
  (0, 3386)	0.3341632157719621
  (0, 1617)	0.28973907537591026"
5014,ham,"  (0, 7443)	0.36515784783830507
  (0, 6088)	0.451867731804457
  (0, 5144)	0.34826950867504064
  (0, 2441)	0.6151958742624286
  (0, 1835)	0.403382801732702"
5015,ham,"  (0, 8003)	0.3667133540729761
  (0, 5297)	0.5494150351701157
  (0, 4822)	0.3217585580162388
  (0, 3732)	0.3018271886156875
  (0, 3349)	0.48184254172174995
  (0, 2564)	0.3699513192520784"
5016,spam,"  (0, 8282)	0.2693237459218277
  (0, 7961)	0.2454939425680389
  (0, 7877)	0.17509602542303138
  (0, 7701)	0.15517715461549556
  (0, 7170)	0.2356036805757758
  (0, 6345)	0.22793219738055012
  (0, 5031)	0.2755918040881276
  (0, 4418)	0.24848531880292488
  (0, 4059)	0.24019437490021842
  (0, 3121)	0.22969561668442134
  (0, 2413)	0.16870496483885214
  (0, 2177)	0.18535795740409777
  (0, 1912)	0.1950825364775016
  (0, 1240)	0.22026071418532442
  (0, 778)	0.22793219738055012
  (0, 452)	0.2356036805757758
  (0, 372)	0.2832632872833533
  (0, 351)	0.1838947944989357
  (0, 34)	0.2931535492756164"
5017,ham,"  (0, 7443)	0.30104359403328573
  (0, 7294)	0.4420370789326498
  (0, 4918)	0.42271589201451737
  (0, 4610)	0.28187628392724123
  (0, 3476)	0.2643980132634916
  (0, 2641)	0.3250160909116625
  (0, 1612)	0.41062802115978325
  (0, 1310)	0.33417939793945084"
5018,ham,"  (0, 7538)	0.49948413049161067
  (0, 5327)	0.6761429704601684
  (0, 3534)	0.5416145187163462"
5019,ham,"  (0, 7497)	0.34390975472213625
  (0, 6864)	0.44327746366995024
  (0, 4530)	0.5003208269674487
  (0, 3413)	0.4592609745470233
  (0, 2204)	0.47327539358181586"
5020,ham,"  (0, 6393)	0.4594552852284489
  (0, 5977)	0.6280528802878165
  (0, 5221)	0.6280528802878165"
5021,ham,"  (0, 8329)	0.3223486916724362
  (0, 7665)	0.3697415273648726
  (0, 7353)	0.30546642944812813
  (0, 5787)	0.4738911319501256
  (0, 5708)	0.3181334109762057
  (0, 2654)	0.30546642944812813
  (0, 2566)	0.4969722052178136"
5022,ham,"  (0, 6428)	0.4823226014332256
  (0, 5586)	0.32318581217343184
  (0, 5144)	0.25669108954724823
  (0, 3785)	0.42684331531032393
  (0, 2958)	0.42684331531032393
  (0, 2281)	0.4823226014332256"
5023,ham,"  (0, 3635)	1.0"
5024,ham,"  (0, 7443)	0.45581217236357935
  (0, 4566)	0.5085044135076265
  (0, 3474)	0.5347943667023356
  (0, 1203)	0.4976479783058576"
5025,spam,"  (0, 7961)	0.23406724057701878
  (0, 7814)	0.2553865252108742
  (0, 7170)	0.2246373283400959
  (0, 6536)	0.14267652160008615
  (0, 6345)	0.21732292015610666
  (0, 5803)	0.21732292015610666
  (0, 4827)	0.29279920951932414
  (0, 4794)	0.24735795539983868
  (0, 3735)	0.23406724057701878
  (0, 2335)	0.22901434531092016
  (0, 1856)	0.2517349723706629
  (0, 1835)	0.3445879702666975
  (0, 1334)	0.22901434531092016
  (0, 778)	0.21732292015610666
  (0, 608)	0.19074149051046685
  (0, 452)	0.2246373283400959
  (0, 351)	0.17533527163471332
  (0, 157)	0.24735795539983868"
5026,spam,"  (0, 7019)	0.23914081810678103
  (0, 6669)	0.21355746454361516
  (0, 6140)	0.2506951040783775
  (0, 5891)	0.2353999400160304
  (0, 5742)	0.23366762070223443
  (0, 3919)	0.24117025633324476
  (0, 2983)	0.23914081810678103
  (0, 2065)	0.21871222481037628
  (0, 887)	0.2145302789002023
  (0, 722)	0.23043762197034084
  (0, 605)	0.31715438163669124
  (0, 400)	0.2480638632606108
  (0, 335)	0.3027581390783149
  (0, 297)	0.21168832231342236
  (0, 142)	0.31715438163669124
  (0, 16)	0.2506951040783775"
5027,ham,"  (0, 7085)	0.4652979597756705
  (0, 6373)	0.4096721166458109
  (0, 2293)	0.5675589966630652
  (0, 1909)	0.5417964108208492"
5028,spam,"  (0, 7399)	0.24257110465978987
  (0, 7353)	0.18296007432053019
  (0, 7063)	0.1821081866685208
  (0, 6062)	0.23756294479310522
  (0, 5113)	0.319353390127082
  (0, 4886)	0.213120272966593
  (0, 4485)	0.1624778150537284
  (0, 4226)	0.1448362761648417
  (0, 3043)	0.29766305831433204
  (0, 2438)	0.34621930896915765
  (0, 2383)	0.34621930896915765
  (0, 649)	0.3036378350570498
  (0, 283)	0.34621930896915765
  (0, 125)	0.2879222799870175"
5029,ham,"  (0, 8220)	0.3056961374667014
  (0, 5757)	0.4750911203077863
  (0, 5678)	0.33444769460864865
  (0, 5181)	0.40207580893803635
  (0, 4431)	0.33963421385573517
  (0, 3283)	0.4156084201571748
  (0, 2101)	0.3453061312132612"
5030,ham,"  (0, 6722)	0.48538862951258405
  (0, 3982)	0.6437342310077989
  (0, 3864)	0.4742795774976391
  (0, 3732)	0.3536424755842463"
5031,ham,"  (0, 7935)	0.4561492625863697
  (0, 5343)	0.24506353783234522
  (0, 4320)	0.2527638771812779
  (0, 3494)	0.2574102133629415
  (0, 1139)	0.548508029620232
  (0, 935)	0.548508029620232"
5032,ham,"  (0, 6098)	0.37969789059995707
  (0, 4918)	0.48833858934877383
  (0, 3476)	0.30544333738765056
  (0, 2733)	0.6528875424145967
  (0, 2401)	0.3127253725429307"
5033,ham,"  (0, 8005)	0.4410116647311407
  (0, 5614)	0.8975013713477367"
5034,ham,"  (0, 7831)	0.3104052183055749
  (0, 7548)	0.3051452206956561
  (0, 7498)	0.3447121024724393
  (0, 6992)	0.4835666413774159
  (0, 4520)	0.37822403267772675
  (0, 4401)	0.3912794351570277
  (0, 978)	0.4021428219171134"
5035,spam,"  (0, 8202)	0.18679587664464903
  (0, 7709)	0.25785143742091454
  (0, 7701)	0.16658446888739628
  (0, 7660)	0.28912215386549955
  (0, 7656)	0.2336120670539894
  (0, 7442)	0.21237744594986166
  (0, 6217)	0.17394112935750877
  (0, 5299)	0.31470372317071216
  (0, 4889)	0.21819496331665522
  (0, 4428)	0.27850484331343567
  (0, 3985)	0.31470372317071216
  (0, 1537)	0.30408641261864827
  (0, 1437)	0.24288717866776577
  (0, 1040)	0.28912215386549955
  (0, 371)	0.31470372317071216"
5036,ham,"  (0, 3688)	0.7282327569730809
  (0, 2534)	0.6853298852898404"
5037,ham,"  (0, 7405)	0.26203538120064096
  (0, 7290)	0.2854451216774916
  (0, 6442)	0.33445974280773805
  (0, 6325)	0.37815032378376395
  (0, 4963)	0.3715752723749868
  (0, 4226)	0.18399960357033146
  (0, 3672)	0.2887659129879761
  (0, 2413)	0.24162876862120186
  (0, 1940)	0.41987105237870936
  (0, 1674)	0.32405493741556507"
5038,ham,"  (0, 7484)	0.38859569696737906
  (0, 6268)	0.37432546157124363
  (0, 5852)	0.4430914666716548
  (0, 5708)	0.24386205116198725
  (0, 5383)	0.3340999272631033
  (0, 4270)	0.38094917777742154
  (0, 2005)	0.4430914666716548"
5039,spam,"  (0, 8329)	0.15852019952957563
  (0, 8274)	0.15945167300224225
  (0, 7063)	0.29903727365567523
  (0, 6807)	0.17821992860242375
  (0, 6536)	0.13851594113155055
  (0, 6217)	0.14998321546757512
  (0, 5116)	0.2842609114260798
  (0, 5115)	0.2842609114260798
  (0, 4060)	0.24439414574027712
  (0, 3295)	0.2180866942882264
  (0, 3287)	0.1805782719088601
  (0, 870)	0.22724162148743637
  (0, 655)	0.24439414574027712
  (0, 397)	0.22469441666742906
  (0, 364)	0.5685218228521596"
5040,ham,"  (0, 8348)	0.49981364123603333
  (0, 6052)	0.4383416176548652
  (0, 5869)	0.3834600551672175
  (0, 4726)	0.32316605924878555
  (0, 4716)	0.2809193389237091
  (0, 1312)	0.4771261463444704"
5041,spam,"  (0, 7995)	0.3755498391751142
  (0, 7388)	0.20332699802095297
  (0, 5144)	0.206845285275582
  (0, 4129)	0.3755498391751142
  (0, 3712)	0.25526216942485314
  (0, 3692)	0.2662542844960754
  (0, 3265)	0.19087034614890674
  (0, 1128)	0.2793667719497661
  (0, 799)	0.38866232662880484
  (0, 363)	0.2577717823157866
  (0, 82)	0.4071433397057277"
5042,ham,"  (0, 8340)	0.3966966243934775
  (0, 5692)	0.386126491429263
  (0, 4566)	0.34524216408915387
  (0, 3905)	0.5358852344235588
  (0, 2661)	0.5358852344235588"
5043,ham,"  (0, 8369)	0.2810649448377131
  (0, 6465)	0.30637802339654585
  (0, 6401)	0.2517021812686641
  (0, 6078)	0.2963874122413501
  (0, 4645)	0.2856508139313397
  (0, 4589)	0.44670949479274696
  (0, 3789)	0.21717766090315274
  (0, 2740)	0.2963874122413501
  (0, 2363)	0.29949269658810906
  (0, 2101)	0.27396140809671227
  (0, 1657)	0.3082651361545838"
5044,ham,"  (0, 7814)	0.17125397135553877
  (0, 6558)	0.24390225718448016
  (0, 6546)	0.237661103143781
  (0, 4708)	0.2782665929033138
  (0, 4148)	0.3748587730293201
  (0, 3913)	0.28344445242357363
  (0, 2962)	0.3622119826884923
  (0, 2504)	0.2766678350554609
  (0, 2342)	0.24390225718448016
  (0, 2326)	0.3041062799328123
  (0, 2177)	0.237019325385669
  (0, 889)	0.3748587730293201"
5045,ham,"  (0, 7814)	0.17659859496435742
  (0, 7415)	0.26481246912937434
  (0, 7127)	0.3551352334748363
  (0, 4729)	0.38655764945505794
  (0, 4533)	0.4049385844855488
  (0, 3605)	0.29623488510959606
  (0, 3463)	0.20407652734937598
  (0, 2621)	0.3319779940118344
  (0, 2494)	0.38655764945505794
  (0, 1498)	0.26481246912937434"
5046,ham,"  (0, 5385)	0.7271953810129612
  (0, 3767)	0.5687794525443118
  (0, 2654)	0.3842874083245599"
5047,ham,"  (0, 8317)	0.3284807584637369
  (0, 8071)	0.31297134602455245
  (0, 7497)	0.27238204617233147
  (0, 4972)	0.4362804645649382
  (0, 1371)	0.498721788649449
  (0, 1289)	0.40537217876728193
  (0, 1052)	0.3414186275767696"
5048,ham,"  (0, 8165)	0.3167245858262177
  (0, 7933)	0.3277831637423838
  (0, 6920)	0.3167245858262177
  (0, 6401)	0.20109028896204575
  (0, 6293)	0.3277831637423838
  (0, 6012)	0.2714167638884872
  (0, 4726)	0.2220133902245813
  (0, 4320)	0.15823172043755612
  (0, 3446)	0.30113839565424444
  (0, 3209)	0.3081468863968874
  (0, 2782)	0.3277831637423838
  (0, 1203)	0.19969230672678348
  (0, 1087)	0.2511936007189896"
5049,ham,"  (0, 7946)	0.5917096934342481
  (0, 3692)	0.441218133703456
  (0, 3579)	0.6746897043731938"
5050,ham,"  (0, 8028)	0.5307552247632986
  (0, 6722)	0.40020017383754747
  (0, 4589)	0.275824000794796
  (0, 4231)	0.38068106521513934
  (0, 4177)	0.34709115643165156
  (0, 4095)	0.4654776993004231"
5051,ham,"  (0, 7483)	0.7951956484012641
  (0, 7058)	0.2650652161337547
  (0, 5806)	0.2650652161337547
  (0, 5144)	0.14106715905136782
  (0, 4571)	0.27766914862213254
  (0, 4320)	0.12795570308778922
  (0, 3082)	0.2561225837178192
  (0, 2538)	0.21948394896501988"
5052,ham,"  (0, 4541)	0.8778874746536284
  (0, 4320)	0.4788669771933279"
5053,spam,"  (0, 7701)	0.15205930196009962
  (0, 5875)	0.2145139061718181
  (0, 5407)	0.20969306970132612
  (0, 5326)	0.2353683380299752
  (0, 4955)	0.22882753525362942
  (0, 4952)	0.23786491600829904
  (0, 4900)	0.19316477546699587
  (0, 4503)	0.2639124354846423
  (0, 4462)	0.28726344532112325
  (0, 4398)	0.4034590265567126
  (0, 2668)	0.44670506961927664
  (0, 1764)	0.23786491600829904
  (0, 1542)	0.2467035446461192
  (0, 56)	0.2308698809199927"
5054,ham,"  (0, 8071)	0.17015657070690224
  (0, 8067)	0.2571117211649137
  (0, 8043)	0.1744678973963803
  (0, 7609)	0.2534650153645023
  (0, 7538)	0.1575010262703004
  (0, 7026)	0.2534650153645023
  (0, 6751)	0.3091703859583252
  (0, 5246)	0.2951365521983947
  (0, 3773)	0.5223767828224486
  (0, 3041)	0.23943118160457177
  (0, 2096)	0.27745601263805275
  (0, 2040)	0.23312072389136324
  (0, 956)	0.27745601263805275"
5055,ham,"  (0, 7403)	0.5410000920823588
  (0, 6098)	0.35059110150534933
  (0, 4914)	0.35914531038559655
  (0, 3482)	0.49422103110352905
  (0, 2413)	0.3311760370180833
  (0, 2359)	0.3185709196711785"
5056,ham,"  (0, 8341)	0.31676816659690976
  (0, 7497)	0.17647882890425856
  (0, 7353)	0.19470312383119867
  (0, 7182)	0.28016953276566253
  (0, 6435)	0.25538938697434616
  (0, 5662)	0.31676816659690976
  (0, 4051)	0.3231264264539927
  (0, 3732)	0.20240707787143067
  (0, 3265)	0.17272651197551647
  (0, 2246)	0.2853321424169634
  (0, 1703)	0.3112603913841355
  (0, 1370)	0.33064665170984575
  (0, 306)	0.3517166986353625"
5057,ham,"  (0, 7538)	0.2796564196686611
  (0, 6098)	0.31925602043640866
  (0, 4045)	0.46376212352880025
  (0, 3387)	0.5240399599651355
  (0, 2803)	0.43392475823979626
  (0, 1321)	0.3766749230829477"
5058,spam,"  (0, 7901)	0.20266506874116946
  (0, 7709)	0.22986314525170806
  (0, 6203)	0.23230132904170694
  (0, 5875)	0.20949649211783192
  (0, 5637)	0.22986314525170806
  (0, 5273)	0.2637380618076745
  (0, 5037)	0.2577396050772665
  (0, 4955)	0.22347532983343174
  (0, 4900)	0.1886467109906215
  (0, 4500)	0.19218780560047397
  (0, 3610)	0.1953235510360494
  (0, 3265)	0.1377741321608741
  (0, 2292)	0.2637380618076745
  (0, 1784)	0.19971679062271294
  (0, 1764)	0.23230132904170694
  (0, 664)	0.2805444420011415
  (0, 608)	0.19144843908886824
  (0, 322)	0.23230132904170694
  (0, 298)	0.19371833389230492
  (0, 59)	0.2637380618076745"
5059,ham,"  (0, 7443)	0.4387056691759509
  (0, 2601)	0.7862033335879756
  (0, 2359)	0.4352259804837431"
5060,ham,"  (0, 6874)	0.40382702051686303
  (0, 6720)	0.5232004246853995
  (0, 4824)	0.5126148378733903
  (0, 4539)	0.3573982234701902
  (0, 4397)	0.4155449325426557"
5061,ham,"  (0, 7566)	0.28661180570140615
  (0, 7107)	0.42433125311385966
  (0, 5410)	0.3677523948860834
  (0, 4443)	0.3205631508289429
  (0, 3668)	0.3299527649995786
  (0, 3463)	0.23184016083643916
  (0, 3265)	0.21566312833880907
  (0, 2564)	0.30976248137323004
  (0, 2363)	0.3205631508289429
  (0, 1807)	0.3032347309944497"
5062,ham,"  (0, 8027)	0.5396100548006685
  (0, 8000)	0.4946372219433166
  (0, 5716)	0.5836980611076851
  (0, 5343)	0.35135677150916933"
5063,ham,"  (0, 4485)	0.3206981511393105
  (0, 4444)	0.4932635959537714
  (0, 3600)	0.4932635959537714
  (0, 2740)	0.47125504638629595
  (0, 2738)	0.43411222849026837"
5064,ham,"  (0, 7619)	0.48671867612350905
  (0, 5474)	0.36769403912744153
  (0, 4633)	0.4882462971885349
  (0, 3563)	0.4882462971885349
  (0, 1674)	0.3887635920017407"
5065,ham,"  (0, 6892)	0.2984182176119421
  (0, 6558)	0.22288179469676087
  (0, 5901)	0.24272763600276043
  (0, 5377)	0.3588404103012554
  (0, 5054)	0.3588404103012554
  (0, 5041)	0.3588404103012554
  (0, 4520)	0.28066879610486206
  (0, 4397)	0.19022930998079385
  (0, 3688)	0.24745924708289213
  (0, 1796)	0.33099511949666466
  (0, 1777)	0.2590160869451217
  (0, 961)	0.2514138075733435"
5066,spam,"  (0, 7731)	0.1858913527916342
  (0, 7372)	0.2511831408115445
  (0, 5278)	0.1769970548813662
  (0, 5073)	0.3104272212111619
  (0, 2148)	0.272247812151141
  (0, 2000)	0.3429603360708404
  (0, 1634)	0.2360547949108065
  (0, 1128)	0.2130037317515236
  (0, 882)	0.3104272212111619
  (0, 748)	0.3104272212111619
  (0, 656)	0.3104272212111619
  (0, 567)	0.3104272212111619
  (0, 361)	0.3104272212111619"
5067,ham,"  (0, 7290)	1.0"
5068,ham,"  (0, 6060)	0.40613962320534486
  (0, 6044)	0.40613962320534486
  (0, 6040)	0.3877041707356089
  (0, 5857)	0.3431083948889715
  (0, 5278)	0.23156963135354397
  (0, 5176)	0.21496309682973058
  (0, 3603)	0.35618855657742227
  (0, 3288)	0.2571363063887324
  (0, 2413)	0.22311726620213101
  (0, 1052)	0.2438421799748019"
5069,spam,"  (0, 8375)	0.19318793703406592
  (0, 7814)	0.19599023324872372
  (0, 7701)	0.11354397378766912
  (0, 7559)	0.14752358389571443
  (0, 7353)	0.1187439231382807
  (0, 6859)	0.1818180684823727
  (0, 5917)	0.2016520322016144
  (0, 5756)	0.18686602096958455
  (0, 5750)	0.169429623362783
  (0, 5228)	0.2072652984648706
  (0, 5144)	0.11415755065389388
  (0, 4993)	0.18686602096958455
  (0, 4949)	0.1601793578261634
  (0, 4672)	0.2072652984648706
  (0, 1959)	0.18421563459481283
  (0, 1903)	0.6217958953946118
  (0, 1014)	0.2072652984648706
  (0, 725)	0.170867466375406
  (0, 637)	0.2072652984648706
  (0, 84)	0.2072652984648706"
5070,ham,"  (0, 7125)	0.7773857944352087
  (0, 2547)	0.6290241065415055"
5071,spam,"  (0, 8146)	0.1926442261505487
  (0, 8071)	0.17612711137614015
  (0, 7671)	0.32001871438560514
  (0, 7388)	0.1598170426994571
  (0, 7073)	0.255826843017143
  (0, 7012)	0.26235872529398535
  (0, 6970)	0.2703531031045488
  (0, 6739)	0.28719153093451355
  (0, 6644)	0.22068749182349237
  (0, 5692)	0.21269311401292898
  (0, 967)	0.26235872529398535
  (0, 791)	0.28719153093451355
  (0, 615)	0.32001871438560514
  (0, 398)	0.2529592197210447
  (0, 394)	0.32001871438560514"
5072,ham,"  (0, 7255)	0.3863667102097253
  (0, 6780)	0.4365850186503896
  (0, 5186)	0.35418204254161295
  (0, 5043)	0.4365850186503896
  (0, 3568)	0.2915249267402637
  (0, 2693)	0.34777370867619534
  (0, 2413)	0.2512473766822304
  (0, 1812)	0.27386914633786197"
5073,ham,"  (0, 8005)	0.25929260871997095
  (0, 7538)	0.268819445638311
  (0, 7415)	0.3450837045318375
  (0, 6874)	0.2718495719088651
  (0, 6546)	0.3193675024528875
  (0, 4855)	0.503732872276119
  (0, 4633)	0.24413293846061962
  (0, 3883)	0.4388328888222442
